Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands,Acct_Open_Dt,Defaulted
157188,19,0,1,F,Married,345.0465518,09-06-2019,09-12-2019
120132,28,11,1,M,Married,315.3474326,08-06-2019,08-12-2019
106186,21,2,1,F,Single,656.1548087,07-06-2019,07-12-2019
196429,43,22,1,F,Married,461.9718465,06-06-2019,06-12-2019
143546,45,26,1,F,Single,377.9836825,05-06-2019,05-12-2019
190872,18,0,1,M,Single,684.6526982,04-06-2019,04-12-2019
112220,19,2,1,F,Married,144.4525566,03-06-2019,03-12-2019
119068,35,16,1,F,Single,401.6252338,02-06-2019,02-12-2019
173295,63,46,1,F,Single,253.4663373,01-06-2019,01-12-2019
173811,39,20,1,M,Married,144.4791732,31-05-2019,30-11-2019
158441,16,0,1,F,Single,227.3926774,30-05-2019,30-11-2019
139945,23,4,1,M,Married,643.5273912,29-05-2019,29-11-2019
126513,17,0,1,M,Married,324.5930853,28-05-2019,28-11-2019
157712,17,0,1,M,Married,167.9065824,27-05-2019,27-11-2019
123461,20,2,1,F,Married,164.3226813,26-05-2019,26-11-2019
109839,56,35,1,F,Single,286.5238132,25-05-2019,25-11-2019
168710,26,5,1,F,Married,278.9689585,24-05-2019,24-11-2019
180764,17,0,1,M,Married,545.648712,23-05-2019,23-11-2019
193331,53,34,1,M,Single,257.7397425,22-05-2019,22-11-2019
187957,31,10,1,M,Married,268.77102,21-05-2019,21-11-2019
101592,19,1,1,F,Married,387.2362217,20-05-2019,20-11-2019
122418,26,8,1,F,Single,666.6766088,19-05-2019,19-11-2019
159787,29,12,1,F,Single,363.980308,18-05-2019,18-11-2019
171517,47,28,1,M,Married,124.3721637,17-05-2019,17-11-2019
134430,24,5,1,M,Single,727.2299234,16-05-2019,16-11-2019
173346,18,1,1,F,Married,256.8966878,15-05-2019,15-11-2019
103987,68,50,1,M,Married,96.75876211,14-05-2019,14-11-2019
124801,18,0,1,F,Married,228.6247326,13-05-2019,13-11-2019
122734,67,49,1,F,Married,117.5752762,12-05-2019,12-11-2019
132167,70,53,1,M,Single,264.2712706,11-05-2019,11-11-2019
127432,28,11,1,M,Single,836.2796454,10-05-2019,10-11-2019
104075,69,51,1,M,Single,308.9019548,09-05-2019,09-11-2019
172126,28,9,1,M,Married,183.7265292,08-05-2019,08-11-2019
179575,63,45,1,M,Married,138.3989724,07-05-2019,07-11-2019
153354,25,8,1,F,Single,671.5230097,06-05-2019,06-11-2019
191744,55,38,1,F,Single,191.0414252,05-05-2019,05-11-2019
149303,25,6,1,F,Married,445.6656637,04-05-2019,04-11-2019
186838,57,38,1,F,Married,587.121065,03-05-2019,03-11-2019
128867,16,0,1,M,Married,201.2702657,02-05-2019,02-11-2019
186334,22,4,1,F,Single,484.2131818,01-05-2019,01-11-2019
137799,50,31,1,M,Married,360.8718623,30-04-2019,30-10-2019
138395,24,5,1,M,Married,268.9314723,29-04-2019,29-10-2019
176582,45,26,1,F,Single,383.44538,28-04-2019,28-10-2019
171589,49,29,1,F,Single,418.456828,27-04-2019,27-10-2019
155642,62,45,1,M,Married,124.498519,26-04-2019,26-10-2019
165502,16,0,1,M,Single,673.1939661,25-04-2019,25-10-2019
145115,50,33,1,F,Married,292.8056952,24-04-2019,24-10-2019
190056,43,23,1,M,Married,363.9739969,23-04-2019,23-10-2019
124975,17,0,1,M,Single,703.1834416,22-04-2019,22-10-2019
122527,19,1,1,M,Married,510.3590398,21-04-2019,21-10-2019
118246,65,47,1,F,Single,41.57656736,20-04-2019,20-10-2019
172805,17,0,1,M,Married,260.2345014,19-04-2019,19-10-2019
136848,38,21,1,F,Single,385.7485614,18-04-2019,18-10-2019
127328,48,28,1,F,Married,334.7612678,17-04-2019,17-10-2019
175335,46,25,1,M,Single,274.8857402,16-04-2019,16-10-2019
191160,25,8,1,F,Married,216.4240688,15-04-2019,15-10-2019
192099,31,14,1,M,Single,405.4731829,14-04-2019,14-10-2019
113488,44,27,1,M,Single,684.9800141,13-04-2019,13-10-2019
173817,41,20,1,F,Single,150.5320913,12-04-2019,12-10-2019
132277,17,0,1,F,Single,673.3517116,11-04-2019,11-10-2019
111157,29,9,1,F,Married,218.9770126,10-04-2019,10-10-2019
171107,32,14,1,F,Single,281.440499,09-04-2019,09-10-2019
123153,61,40,1,F,Married,146.0636593,08-04-2019,08-10-2019
159367,28,8,1,F,Single,809.1460715,07-04-2019,07-10-2019
154713,17,0,1,M,Single,1023.788951,06-04-2019,06-10-2019
110871,55,34,1,F,Single,475.6477521,05-04-2019,05-10-2019
183774,20,3,1,M,Married,412.3728753,04-04-2019,04-10-2019
165214,70,53,1,M,Married,156.7486616,03-04-2019,03-10-2019
166545,46,27,1,F,Married,283.6638328,02-04-2019,02-10-2019
122212,37,19,1,F,Married,360.7519195,01-04-2019,01-10-2019
163233,65,48,1,M,Married,239.2136809,31-03-2019,30-09-2019
113034,17,0,1,F,Single,234.8382168,30-03-2019,30-09-2019
148057,35,16,1,M,Single,522.5136507,29-03-2019,29-09-2019
159268,42,23,1,F,Married,291.6776414,28-03-2019,28-09-2019
188144,25,6,1,F,Married,224.8163937,27-03-2019,27-09-2019
161064,32,12,1,F,Married,419.5637371,26-03-2019,26-09-2019
120281,26,5,1,F,Single,395.6273655,25-03-2019,25-09-2019
185498,24,7,1,M,Single,648.4970615,24-03-2019,24-09-2019
187994,18,0,1,M,Single,389.7294061,23-03-2019,23-09-2019
124482,51,32,1,M,Single,235.7394144,22-03-2019,22-09-2019
112786,47,30,1,M,Single,155.9301797,21-03-2019,21-09-2019
136578,21,4,1,F,Single,772.0719204,20-03-2019,20-09-2019
104486,20,3,1,M,Single,738.7166747,19-03-2019,19-09-2019
144713,66,48,1,F,Single,476.4294007,18-03-2019,18-09-2019
189009,65,47,1,F,Single,47.27603743,17-03-2019,17-09-2019
185162,30,12,1,F,Married,308.5713815,16-03-2019,16-09-2019
174649,24,7,1,F,Single,614.8820182,15-03-2019,15-09-2019
169584,35,18,1,M,Married,280.7923877,14-03-2019,14-09-2019
110968,17,0,1,F,Single,659.2477512,13-03-2019,13-09-2019
121408,41,22,1,F,Married,312.7213527,12-03-2019,12-09-2019
124458,41,24,1,F,Married,337.6700037,11-03-2019,11-09-2019
160770,39,22,1,F,Single,272.2594633,10-03-2019,10-09-2019
110330,16,0,1,M,Married,443.3265557,09-03-2019,09-09-2019
100128,41,20,1,F,Married,136.4526367,08-03-2019,08-09-2019
139445,28,9,1,M,Married,668.780303,07-03-2019,07-09-2019
157704,66,45,1,M,Married,36.63901131,06-03-2019,06-09-2019
177554,23,4,1,M,Married,694.5794472,05-03-2019,05-09-2019
127371,64,45,1,F,Married,318.332047,04-03-2019,04-09-2019
196535,66,47,1,M,Single,229.6906948,03-03-2019,03-09-2019
127572,25,7,1,M,Single,983.6492536,02-03-2019,02-09-2019
136937,29,11,1,M,Single,675.7091855,01-03-2019,01-09-2019
139753,64,47,1,F,Single,110.6599318,28-02-2019,28-08-2019
108007,22,5,1,F,Single,447.3969202,27-02-2019,27-08-2019
156815,69,51,1,M,Single,228.5962068,26-02-2019,26-08-2019
165686,24,5,1,F,Married,441.8763829,25-02-2019,25-08-2019
108319,18,1,1,F,Single,698.2797078,24-02-2019,24-08-2019
139548,69,48,1,M,Single,235.8586141,23-02-2019,23-08-2019
163531,19,2,1,F,Married,294.094824,22-02-2019,22-08-2019
175274,70,51,1,M,Married,345.2723201,21-02-2019,21-08-2019
106139,38,21,1,F,Single,837.4720719,20-02-2019,20-08-2019
102284,44,25,1,F,Single,340.3533667,19-02-2019,19-08-2019
139062,64,44,1,F,Single,292.0086982,18-02-2019,18-08-2019
138558,43,25,1,M,Married,398.6963317,17-02-2019,17-08-2019
113232,18,0,1,M,Single,810.3321729,16-02-2019,16-08-2019
138682,55,38,1,M,Married,356.072465,15-02-2019,15-09-2019
108361,35,17,1,F,Single,376.4717043,14-02-2019,14-09-2019
175469,70,52,1,M,Married,162.5111147,13-02-2019,13-09-2019
113056,22,5,1,F,Married,391.2488532,12-02-2019,12-09-2019
120187,26,7,1,F,Married,283.7506272,11-02-2019,11-09-2019
160257,27,7,1,M,Married,346.3474987,10-02-2019,10-09-2019
114349,32,15,1,F,Single,402.3212675,09-02-2019,09-09-2019
106020,25,7,1,M,Married,776.9765728,08-02-2019,08-09-2019
132596,55,35,1,M,Married,644.72313,07-02-2019,07-09-2019
181345,23,6,1,F,Single,385.8799478,06-02-2019,06-09-2019
189925,52,33,1,M,Married,321.4892996,05-02-2019,05-09-2019
179055,53,35,1,M,Single,435.959851,04-02-2019,04-09-2019
166104,32,11,1,F,Married,303.1333791,03-02-2019,03-09-2019
108638,53,32,1,F,Married,556.9123571,02-02-2019,02-09-2019
167470,17,0,1,F,Single,1037.373455,01-02-2019,01-09-2019
120968,20,1,1,F,Single,302.3470413,31-01-2019,31-08-2019
111755,69,52,1,M,Single,117.101737,30-01-2019,30-08-2019
140290,17,0,1,M,Single,963.5760233,29-01-2019,29-08-2019
161043,63,42,1,M,Single,95.64112278,28-01-2019,28-08-2019
167862,29,11,1,F,Married,418.6738227,27-01-2019,27-08-2019
140188,62,43,1,F,Single,342.2447597,26-01-2019,26-08-2019
130384,61,42,1,F,Married,102.3352065,25-01-2019,25-08-2019
151474,66,46,1,F,Single,41.48382202,24-01-2019,24-08-2019
124623,54,35,1,F,Married,307.3220363,23-01-2019,23-08-2019
141182,48,27,1,F,Single,686.6217767,22-01-2019,22-08-2019
105601,67,50,1,M,Single,167.0764612,21-01-2019,21-08-2019
157387,66,47,1,M,Married,550.5213257,20-01-2019,20-08-2019
179271,23,5,1,M,Single,586.5806227,19-01-2019,19-08-2019
112660,26,6,1,F,Married,338.521163,18-01-2019,18-08-2019
184700,38,20,1,M,Married,648.4727226,17-01-2019,17-08-2019
124754,69,50,1,M,Married,95.24364537,16-01-2019,16-08-2019
170986,20,2,1,M,Single,493.8180385,15-01-2019,15-08-2019
157919,21,2,1,M,Single,1020.797227,14-01-2019,14-08-2019
127745,18,1,1,M,Married,470.7737738,13-01-2019,13-08-2019
126976,34,15,1,F,Single,402.5129906,12-01-2019,12-08-2019
100647,51,33,1,M,Single,422.0508228,11-01-2019,11-08-2019
155724,23,6,1,F,Married,126.7299892,10-01-2019,10-08-2019
177507,18,0,1,M,Married,1204.444856,09-01-2019,09-08-2019
111633,60,39,1,M,Married,275.6651835,08-01-2019,08-08-2019
118001,46,26,1,F,Married,517.6533908,07-01-2019,07-08-2019
195879,64,47,1,F,Single,42.93175722,06-01-2019,06-08-2019
145321,21,2,1,M,Single,930.9972091,05-01-2019,05-08-2019
104756,22,3,1,M,Single,946.1029263,04-01-2019,04-08-2019
164893,44,25,1,F,Single,363.644134,03-01-2019,03-08-2019
159299,36,15,1,F,Single,420.0788009,02-01-2019,02-08-2019
199665,66,49,1,F,Single,78.76982783,01-01-2019,01-08-2019
126149,21,4,1,F,Single,420.898228,31-12-2018,31-07-2019
183797,64,46,1,M,Married,390.4062578,30-12-2018,30-07-2019
176667,44,26,1,M,Single,462.2550909,29-12-2018,29-07-2019
182567,47,30,1,M,Married,146.8817882,28-12-2018,28-07-2019
117930,18,0,1,M,Single,1032.461873,27-12-2018,27-07-2019
104251,40,22,1,F,Married,373.2009063,26-12-2018,26-07-2019
109501,22,4,1,M,Single,874.4650234,25-12-2018,25-07-2019
109203,24,7,1,M,Single,1491.634513,24-12-2018,24-07-2019
183180,70,52,1,F,Single,140.2225367,23-12-2018,23-07-2019
107023,61,41,1,M,Married,159.4451332,22-12-2018,22-07-2019
109970,20,3,1,M,Single,730.6043258,21-12-2018,21-07-2019
189461,22,4,1,F,Single,470.262049,20-12-2018,20-07-2019
137839,65,48,1,M,Single,234.2227558,19-12-2018,19-07-2019
114693,38,17,1,F,Single,544.5163493,18-12-2018,18-07-2019
185003,60,41,1,F,Married,285.7046838,17-12-2018,17-07-2019
154333,31,10,1,F,Married,268.5320136,16-12-2018,16-07-2019
102206,47,28,1,M,Married,359.3406363,15-12-2018,15-07-2019
185807,62,44,1,M,Married,31.83119043,14-12-2018,14-07-2019
105960,38,17,1,F,Single,425.1927224,13-12-2018,13-07-2019
111655,23,4,1,F,Single,221.8433043,12-12-2018,12-07-2019
175701,34,16,1,F,Single,229.5774269,11-12-2018,11-07-2019
119447,65,44,1,M,Single,183.8554703,10-12-2018,10-07-2019
122194,61,42,1,M,Single,495.8440724,09-12-2018,09-07-2019
182956,62,43,1,F,Married,58.49819066,08-12-2018,08-07-2019
192958,51,30,1,F,Single,421.1261475,07-12-2018,07-07-2019
153518,34,15,1,F,Married,367.9259859,06-12-2018,06-07-2019
113255,41,23,1,M,Married,404.4662799,05-12-2018,05-07-2019
177434,63,45,1,M,Married,101.5269237,04-12-2018,04-07-2019
154086,70,52,1,F,Single,320.8710566,03-12-2018,03-07-2019
144431,53,33,1,M,Married,203.9808667,02-12-2018,02-07-2019
152351,25,6,1,F,Married,481.9361346,01-12-2018,01-07-2019
191927,16,0,1,M,Married,333.0519897,30-11-2018,30-06-2019
102450,21,2,1,F,Single,293.2690619,29-11-2018,29-06-2019
112495,68,50,1,M,Single,218.6882265,28-11-2018,28-06-2019
139939,27,9,1,F,Single,430.2106048,27-11-2018,27-06-2019
174931,19,0,1,M,Single,959.6700925,26-11-2018,26-06-2019
134971,57,36,1,F,Single,861.7717368,25-11-2018,25-06-2019
124922,23,5,1,F,Single,523.3410437,24-11-2018,24-06-2019
200235,50,32,1,F,Married,302.1415562,23-11-2018,23-06-2019
172030,60,42,1,F,Single,240.6219433,22-11-2018,22-06-2019
115139,69,52,1,M,Single,152.3553777,21-11-2018,21-06-2019
178501,26,8,1,M,Single,436.3278273,20-11-2018,20-06-2019
144911,41,22,1,F,Married,381.0411775,19-11-2018,19-06-2019
151406,66,47,1,M,Single,73.7182254,18-11-2018,18-06-2019
170150,53,33,1,M,Married,159.1531007,17-11-2018,17-06-2019
159319,29,8,1,F,Single,603.1089156,16-11-2018,16-06-2019
172679,25,6,1,F,Married,496.9800239,15-11-2018,15-06-2019
126506,58,41,1,F,Single,392.0911466,14-11-2018,14-06-2019
138394,20,2,1,F,Single,243.9793541,13-11-2018,13-06-2019
143776,18,0,1,F,Married,273.2499754,12-11-2018,12-06-2019
136845,61,44,1,M,Single,316.5254941,11-11-2018,11-06-2019
170646,41,21,1,F,Married,185.6857913,10-11-2018,10-06-2019
109520,68,48,1,F,Single,105.8026452,09-11-2018,09-06-2019
147625,68,47,1,M,Single,237.0065584,08-11-2018,08-06-2019
110207,63,42,1,F,Single,34.08131785,07-11-2018,07-06-2019
122307,56,37,1,M,Married,346.4563025,06-11-2018,06-06-2019
139500,22,3,1,M,Single,1359.573132,05-11-2018,05-06-2019
165410,65,48,1,F,Married,147.7444072,04-11-2018,04-06-2019
184068,53,34,1,F,Married,477.1837723,03-11-2018,03-06-2019
151503,32,13,1,M,Married,307.2191317,02-11-2018,02-06-2019
150868,25,8,1,F,Single,602.1457063,01-11-2018,01-06-2019
130522,62,41,1,F,Single,463.944586,31-10-2018,31-05-2019
118753,58,41,1,F,Married,117.5921567,30-10-2018,30-05-2019
122762,62,45,1,F,Married,27.13439185,29-10-2018,29-05-2019
125364,20,1,1,M,Married,512.1821988,28-10-2018,28-05-2019
136921,70,52,1,F,Married,109.4343565,27-10-2018,27-05-2019
122543,20,3,1,M,Single,651.4197408,26-10-2018,26-05-2019
126224,58,39,1,M,Single,531.4576965,25-10-2018,25-05-2019
190604,68,48,1,F,Married,188.8429635,24-10-2018,24-05-2019
148198,23,6,1,M,Single,557.6682868,23-10-2018,23-05-2019
134164,22,4,1,M,Single,334.8882663,22-10-2018,22-05-2019
141639,66,45,1,F,Single,37.17363736,21-10-2018,21-05-2019
118470,27,10,1,F,Single,362.9964994,20-10-2018,20-05-2019
123081,49,30,1,F,Married,539.8117592,19-10-2018,19-05-2019
158991,16,0,1,M,Married,357.890352,18-10-2018,18-05-2019
129139,46,25,1,M,Single,331.0279696,17-10-2018,17-05-2019
133084,26,7,1,M,Married,335.2827816,16-10-2018,16-05-2019
192012,63,44,1,M,Single,262.1983443,15-10-2018,15-05-2019
190989,34,15,1,M,Single,735.1929055,14-10-2018,14-05-2019
153916,66,46,1,M,Married,405.6157569,13-10-2018,13-05-2019
118161,62,44,1,M,Single,351.5052862,12-10-2018,12-05-2019
121161,70,50,1,M,Single,296.9626966,11-10-2018,11-05-2019
179660,61,43,1,F,Single,125.3379165,10-10-2018,10-05-2019
134674,28,11,1,F,Married,374.7148925,09-10-2018,09-05-2019
136257,22,5,1,F,Single,534.4777431,08-10-2018,08-05-2019
149446,50,29,1,F,Single,357.7424259,07-10-2018,07-05-2019
191625,20,1,1,F,Single,235.5727989,06-10-2018,06-05-2019
122207,26,8,1,M,Single,481.3734693,05-10-2018,05-05-2019
176085,18,1,1,M,Single,1570.197729,04-10-2018,04-05-2019
177928,70,52,1,M,Married,190.0997216,03-10-2018,03-05-2019
165231,23,6,1,M,Single,801.8957989,02-10-2018,02-05-2019
158351,43,24,1,M,Single,475.7226569,01-10-2018,01-05-2019
166862,25,7,1,F,Single,865.1700498,30-09-2018,30-04-2019
185682,68,49,1,F,Married,33.34637246,29-09-2018,29-04-2019
161523,18,0,1,F,Married,258.6207438,28-09-2018,28-04-2019
188537,20,2,1,F,Single,475.6435642,27-09-2018,27-04-2019
189721,53,34,1,F,Married,289.3514634,26-09-2018,26-04-2019
154254,48,29,1,F,Married,342.4184844,25-09-2018,25-04-2019
176180,43,25,1,F,Married,439.646889,24-09-2018,24-04-2019
147951,67,48,1,M,Single,329.7247293,23-09-2018,23-04-2019
179759,19,0,1,M,Single,844.9966518,22-09-2018,22-04-2019
185134,59,42,1,F,Single,474.1468687,21-09-2018,21-04-2019
182616,49,32,1,M,Single,397.0559669,20-09-2018,20-04-2019
157449,23,4,1,M,Married,771.4163793,19-09-2018,19-04-2019
177835,55,35,1,M,Married,346.214594,18-09-2018,18-04-2019
161573,68,47,1,M,Single,44.93262419,17-09-2018,17-04-2019
171124,49,30,1,M,Married,307.6032853,16-09-2018,16-04-2019
125647,63,43,1,M,Married,118.1535711,15-09-2018,15-04-2019
180220,51,34,1,M,Married,417.171405,14-09-2018,14-04-2019
122017,62,43,1,F,Single,25.39965998,13-09-2018,13-04-2019
173823,20,3,1,F,Single,715.9079639,12-09-2018,12-04-2019
106553,54,35,1,M,Single,679.0530079,11-09-2018,11-04-2019
125222,65,46,1,F,Single,232.7596434,10-09-2018,10-04-2019
187245,30,11,1,M,Single,482.5174629,09-09-2018,09-04-2019
177032,56,36,1,M,Married,192.6799087,08-09-2018,08-04-2019
170878,20,1,1,F,Married,179.1249378,07-09-2018,07-04-2019
129163,67,50,1,F,Married,406.5367908,06-09-2018,06-04-2019
107555,20,1,1,M,Married,395.1330661,05-09-2018,05-04-2019
152324,68,50,1,M,Single,398.8494738,04-09-2018,04-04-2019
111541,21,3,1,M,Married,170.8080013,03-09-2018,03-04-2019
168352,25,7,1,M,Single,1265.254483,02-09-2018,02-04-2019
134503,19,1,1,F,Single,553.7473001,01-09-2018,01-04-2019
123127,62,43,1,F,Married,87.76790241,31-08-2018,31-03-2019
181186,17,0,1,F,Married,299.9273424,30-08-2018,30-03-2019
144808,54,37,1,M,Single,401.34274,29-08-2018,29-03-2019
136504,60,39,1,M,Married,65.4394601,28-08-2018,28-03-2019
195434,67,48,1,F,Single,16.53853704,27-08-2018,27-03-2019
131041,33,15,1,M,Single,707.7098739,26-08-2018,26-03-2019
184282,67,46,1,F,Single,340.8910535,25-08-2018,25-03-2019
189508,68,48,1,M,Married,276.9982494,24-08-2018,24-03-2019
127917,18,1,1,M,Single,526.7659998,23-08-2018,23-03-2019
157423,38,21,1,F,Married,205.6650527,22-08-2018,22-03-2019
117922,21,2,1,M,Married,891.5187959,21-08-2018,21-06-2019
125623,67,49,1,M,Single,414.2560905,20-08-2018,20-06-2019
166876,21,2,1,M,Married,207.011744,19-08-2018,19-06-2019
188422,46,27,1,F,Married,340.607225,18-08-2018,18-06-2019
169334,25,8,1,F,Married,415.5747896,17-08-2018,17-06-2019
155258,68,48,1,F,Married,71.4770177,16-08-2018,16-06-2019
163409,25,6,1,F,Married,279.9889923,15-08-2018,15-06-2019
163934,44,27,1,F,Single,372.644576,14-08-2018,14-06-2019
162638,41,24,1,F,Single,398.2594462,13-08-2018,13-06-2019
167408,24,7,1,F,Married,458.1587158,12-08-2018,12-06-2019
169456,44,27,1,F,Married,299.2104772,11-08-2018,11-06-2019
191401,54,36,1,F,Married,299.5314296,10-08-2018,10-06-2019
190961,45,27,1,M,Single,472.4328688,09-08-2018,09-06-2019
104552,49,28,1,F,Married,527.5459518,08-08-2018,08-06-2019
187229,64,43,1,F,Single,299.9230428,07-08-2018,07-06-2019
188570,41,24,1,F,Married,292.0494433,06-08-2018,06-06-2019
156221,48,29,1,F,Single,437.82145,05-08-2018,05-06-2019
142932,60,40,1,F,Married,554.8941047,04-08-2018,04-06-2019
176584,44,23,1,F,Married,525.0527842,03-08-2018,03-06-2019
183996,53,34,1,F,Married,503.0542024,02-08-2018,02-06-2019
177439,54,35,1,M,Married,230.9037288,01-08-2018,01-06-2019
118609,38,21,1,F,Single,404.2819242,31-07-2018,31-05-2019
108222,45,25,1,F,Married,295.0005078,30-07-2018,30-05-2019
106047,62,42,1,M,Married,555.6005312,29-07-2018,29-05-2019
131121,70,53,1,F,Single,153.1615919,28-07-2018,28-05-2019
101768,18,1,1,M,Single,463.3050457,27-07-2018,27-05-2019
144597,47,26,1,F,Married,360.0556483,26-07-2018,26-05-2019
155038,49,31,1,F,Married,127.9555841,25-07-2018,25-05-2019
134528,70,51,1,F,Married,32.84523715,24-07-2018,24-05-2019
155174,23,6,1,F,Single,648.6773297,23-07-2018,23-05-2019
128850,62,41,1,M,Married,56.4476765,22-07-2018,22-05-2019
171597,66,45,1,M,Married,49.35555095,21-07-2018,21-05-2019
141659,35,15,1,F,Single,354.4909509,20-07-2018,20-05-2019
108864,26,9,1,M,Single,384.8792499,19-07-2018,19-05-2019
102921,22,4,1,F,Single,268.6718533,18-07-2018,18-05-2019
103807,65,45,1,M,Married,218.8769746,17-07-2018,17-05-2019
160977,59,41,1,M,Single,419.1877776,16-07-2018,16-05-2019
135934,61,43,1,M,Single,89.22649655,15-07-2018,15-05-2019
120212,69,49,1,F,Married,230.589839,14-07-2018,14-05-2019
147154,58,41,1,M,Single,458.3461769,13-07-2018,13-05-2019
148155,66,49,1,F,Married,499.0903996,12-07-2018,12-05-2019
107649,25,8,1,M,Single,712.2418496,11-07-2018,11-05-2019
190257,51,31,1,F,Married,314.6486414,10-07-2018,10-05-2019
126775,25,8,1,F,Single,495.0498383,09-07-2018,09-05-2019
103126,55,38,1,F,Single,437.5486569,08-07-2018,08-05-2019
192373,41,21,1,M,Married,350.5732049,07-07-2018,07-05-2019
145469,23,6,1,M,Married,379.0887054,06-07-2018,06-05-2019
162919,51,33,1,M,Single,468.1149602,05-07-2018,05-05-2019
181851,67,48,1,F,Single,136.6655437,04-07-2018,04-05-2019
162069,38,18,1,M,Married,690.219118,03-07-2018,03-05-2019
118355,44,26,1,F,Married,234.4652252,02-07-2018,02-05-2019
190643,64,46,1,F,Married,228.1717927,01-07-2018,01-05-2019
154356,52,33,1,M,Married,561.5039553,30-06-2018,30-04-2019
142416,67,50,1,F,Single,130.5786189,29-06-2018,29-04-2019
177475,16,0,1,F,Single,516.8054766,28-06-2018,28-04-2019
108669,17,0,1,F,Married,806.8782918,27-06-2018,27-04-2019
192867,62,43,1,M,Married,284.6270671,26-06-2018,26-04-2019
199634,62,45,1,M,Single,266.4859016,25-06-2018,25-04-2019
171178,53,35,1,F,Married,471.5150074,24-06-2018,24-04-2019
188454,31,14,1,F,Single,343.1756364,23-06-2018,23-04-2019
